address,issue,content_type,status_code,status,indexability,canonical,recommended_fix
https://shopline.tw/online-store/maternity-and-baby,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/online-store/maternity-and-baby,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/news/shopline-onewarehouse-introduction,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/news/shopline-onewarehouse-introduction,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/online-store/homeware-selection,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/online-store/homeware-selection,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/templates,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/templates,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/faq/social-commerce,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/faq/social-commerce,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/cooperate,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/cooperate,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/targeted-marketing,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/targeted-marketing,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/news/shopline-select-pop-up-store-part1,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/news/shopline-select-pop-up-store-part1,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/news/shopline-2023-brand-awards,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/news/shopline-2023-brand-awards,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/news/shopline-cashback,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/news/shopline-cashback,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/news/shopline-select-pop-up-store-part3,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/news/shopline-select-pop-up-store-part3,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/news/shopline-select-pop-up-store-part2,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/news/shopline-select-pop-up-store-part2,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/online-store/care-product,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/online-store/care-product,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
https://shopline.tw/showcase/sport-outdoor-brand,Missing HSTS header,text/html; charset=utf-8,200,OK,Indexable,https://shopline.tw/showcase/sport-outdoor-brand,於 CDN/edge 或 origin 加入 Strict-Transport-Security，先確認所有子網域 HTTPS readiness。
